VideoID,RegionCode,TrendingDate,Views,Likes,CommentCount,Dislikes
k3uh0MJeypI,US,18.19.03,1599390,120256,9446,863
_yiQHtBFYkg,US,18.19.03,458154,9852,1364,630
oSZDe6CrfN4,US,18.19.03,990612,29706,1718,1198
nt00QzKuNVY,US,18.19.03,3751127,26283,1744,480
qIkuNJPtfw4,US,18.19.03,617734,22420,1753,487
4GZBn4_SfQQ,US,18.19.03,497601,1875,93,17
OBOm_jatVCI,US,18.19.03,2237102,39435,4867,1578
NRs3YCJDBAs,US,18.19.03,467857,22237,1571,733
GhxqY5E_ASw,US,18.19.03,830218,11850,2074,471
hahlygBa6yQ,US,18.19.03,239248,19049,1478,371
biIRlcQqmOc,US,18.19.03,288366,1609,161,177
hbcH02YynOA,US,18.19.03,429664,21956,13643,606
WMs3NOW1TDs,US,18.19.03,2051250,53464,4402,2516
FDbb28N7iI8,US,18.19.03,1871078,72871,5008,2400
V4kfrZSejVc,US,18.19.03,328318,12111,1063,207
425M4M3Opkk,US,18.19.03,7655436,147144,18497,5857
PXAZ3KphJz4,US,18.19.03,326125,15550,521,346
5bJ_gb19pKQ,US,18.19.03,3227166,86836,9521,2473
m7b8hitvfoE,US,18.19.03,1083620,20014,1640,389
VeXoFFxxUyc,US,18.19.03,489552,1385,434,848
dt7fU9H8tz8,US,18.19.03,2560454,52275,2533,1224
holkOJx-TOU,US,18.19.03,684106,21157,2085,720
RUApBid9vnE,US,18.19.03,356854,17720,1536,306
e5D3O4yCmCg,US,18.19.03,3831690,4900,511,322
Ek3aeUhHaFY,US,18.19.03,4244461,135190,11058,1874
fzmM0AB60QQ,US,18.19.03,2913821,37952,5179,1503
ESyJop31cmY,US,18.19.03,375799,31890,2170,189
GO_Jxa6dWyo,US,18.19.03,216380,11101,728,112
305ryPvU6A8,US,18.19.03,7289439,97256,0,17723
KozDGo0bsJA,US,18.19.03,522854,4518,701,91
XUIwpXq_jBo,US,18.19.03,571803,20556,3685,364
-s3j-ptJD10,US,18.19.03,817600,25447,2114,452
8O_MwlZ2dEg,US,18.19.03,12163782,1784129,180133,11162
WdOGSNQP9b4,US,18.19.03,564951,32030,928,292
agUg8Fyv-1A,US,18.19.03,281678,6171,405,395
W8mkksk1Ouc,US,18.19.03,172301,12038,700,81
EC5UCCnk59c,US,18.19.03,1426823,25850,1423,747
aq-phmpUJ_E,US,18.19.03,931253,24510,1524,897
RQm0nKoODo4,US,18.19.03,1010818,73781,5994,656
SVmuTIQBoio,US,18.19.03,1781312,29914,4262,1680
82zGhWVXXxg,US,18.19.03,543968,11200,839,642
w8UI8r9Ccwk,US,18.19.03,1080339,22984,3393,1407
4HU6Z7anycw,US,18.19.03,6106813,292251,17562,5483
hlb3gGNBHFE,US,18.19.03,643097,23778,1361,447
wbxblKFtGCg,US,18.19.03,1045195,34023,1459,515
2aQykuIaJVI,US,18.20.03,778600,57284,4536,924
5fZiMNo5-uo,US,18.20.03,1644037,42309,13000,1177
RyquDQ5kWSs,US,18.20.03,346236,6588,3849,315
qYNNT1WIhwM,US,18.20.03,728277,13050,917,763
dT5ALH3ICTc,US,18.20.03,4749671,116435,11521,5782
JhvwFB-NUbA,US,18.20.03,317382,2997,1036,617
MHh9NWCR_ts,US,18.20.03,350104,32309,3473,389
yWjRvhfjpI8,US,18.20.03,333728,25413,3954,684
BXnGUUsdnR8,US,18.20.03,677098,18993,4876,1253
XgbFJUpbk8A,US,18.20.03,169684,1680,688,277
rvskMHn0sqQ,US,18.20.03,2510657,166685,19032,4989
2GjJ85MImlo,US,18.20.03,973053,36510,5088,5770
oYe-QM8ZimI,US,18.20.03,596482,45517,5077,315
W-FxnLAnlGg,US,18.20.03,241446,1617,486,102
ghMEmxP0hgw,US,18.20.03,1790451,179667,7524,1235
ZCPwpcurYns,US,18.20.03,4262630,284462,25169,4430
GpbMbBNP-NI,US,18.20.03,211615,11419,1295,329
v-vx6GpTBkc,US,18.20.03,290912,8545,939,332
5GRyr0noXrw,US,18.20.03,17613868,373733,36710,36817
QwievZ1Tx-8,US,18.20.03,39980116,1420086,177598,26136
7tYUMo3IgXg,US,18.20.03,2115619,38290,3081,2074
4srOE3pCCo8,US,18.20.03,956003,11794,2897,2968
jRq7HXR17gI,US,18.20.03,435589,10601,2459,655
JuhWVxLtfWQ,US,18.20.03,158585,1282,86,22
QsK6c2dRhv0,US,18.20.03,280407,3235,285,174
FR5WT12B_88,US,18.20.03,422808,14442,868,215
MVyvV0tOOjw,US,18.20.03,397840,32390,3034,180
f1fXCRtSUWU,US,18.20.03,1247694,21568,1875,873
sfMwXjNo3Rs,US,18.20.03,319511,6508,756,181
bwlEaGiO9Zw,US,18.20.03,543334,7404,704,280
uKkbfxTHJGI,US,18.20.03,2199664,80558,6135,8346
zWrMvW7S3tg,US,18.20.03,1214456,88193,11369,4878
hHFuZVGpBC0,US,18.20.03,467558,9926,1067,342
S5xFft7kg8Q,US,18.20.03,771042,16811,868,581
T2uyIBURMjs,US,18.20.03,491659,24267,5039,312
ffgzh93MdQM,US,18.20.03,247744,8144,1642,65
mBMxFIEub34,US,18.20.03,348267,7356,684,186
LnA7Au-DLUM,US,18.20.03,1596261,22950,2487,1116
ceXPzJ0fZNs,US,18.20.03,2300234,127372,13242,1506
Sb_hCbZ80aQ,US,18.20.03,2780945,40977,2238,2757
MybjFHx_wfc,US,18.20.03,1219593,30747,3605,2462
lgBn6qzMlXw,US,18.20.03,2938527,72246,20071,4625
08l0K3UyUXE,US,18.20.03,519942,4042,1135,707
Nkl-k_rjn_U,US,18.20.03,174233,5642,273,65
9SCNLl0MQPM,US,18.20.03,615861,16438,1806,545
1SnWTW6YXbE,US,18.20.03,3807560,170038,12983,2387
KKD9DLbRak8,US,18.20.03,1562256,19458,933,490
fS2fsa1fuIw,US,18.20.03,539184,26749,1829,237
cr6H8ACWp4E,US,18.20.03,779881,14417,1209,475
RyH8TWLribw,US,18.20.03,636473,10390,1355,787
8UHMSVOHddE,US,18.20.03,154184,4753,265,110
YrVTJd6mvpE,US,18.20.03,256917,4944,279,120
XGd1dq1BatM,US,18.20.03,1373299,70758,3176,1246
RE-aVnbJyOU,US,18.20.03,298193,2474,234,133
iZUfPIKbgUM,US,18.20.03,865222,28829,1990,649
3y75zBl37f8,US,18.20.03,1004531,31168,5653,5168
dyUJN3skBlU,US,18.20.03,367340,9032,619,173
LK3Yz9UpP_A,US,18.20.03,289795,9771,883,335
lEltmPagx6M,US,18.20.03,615732,53553,5183,1035
46KwY26PeOs,US,18.20.03,1291790,47361,2877,1178
oidnwPIeqsI,US,18.20.03,388954,11739,1338,200
UJIo1AtoTss,US,18.20.03,731696,31175,1742,552
ar8S6virCwM,US,18.20.03,450553,16237,851,350
1lPvUKtHBJA,US,18.20.03,2100578,22181,4309,2681
YqC5loCFMtk,US,18.20.03,225918,9302,945,200
rjLVCpE3kuw,US,18.20.03,3945913,21159,2894,802
v3hGUJJIjzk,US,18.20.03,193255,9284,517,71
fMaC7IeGKNQ,US,18.20.03,223831,4297,293,61
y8lFgF_IjPw,US,18.20.03,1720495,37143,6847,4082
LN-m0Ci8MZ8,US,18.20.03,1951573,47445,1244,1241
DCUD9kjYOAk,US,18.20.03,742377,60711,3630,282
wGjplV12k10,US,18.20.03,549022,5417,3585,388
ai6NByMmCVU,US,18.20.03,1085724,40548,5593,802
hhiD-TKYqHk,US,18.20.03,532534,4037,790,293
9qlF_9PNhJs,US,18.20.03,286864,17243,803,135
b33PN2NB2Do,US,18.20.03,317798,13676,1505,426
giiIq7t4oMQ,US,18.20.03,632148,16260,2498,5301
iXfHlch1Lso,US,18.20.03,260560,2904,427,512
KyQyz2upSgY,US,18.20.03,2298338,98537,5495,2308
HuwPCUzqwKs,US,18.20.03,487654,12348,1006,397
iSt_jbT6rak,US,18.20.03,1529624,64697,3441,956
wAQ7autd61g,US,18.20.03,344664,14387,645,360
_UjAxuSuLIc,US,18.20.03,267516,11219,779,437
tEmodtG8NV0,US,18.20.03,1504662,80078,8975,3904
uA8GdJJqz_s,US,18.20.03,3432865,55495,31927,2409
jVlfNd3fxMY,US,18.20.03,463223,17552,2473,520
soBb4X5Hb6k,US,18.20.03,1930911,70775,1739,590
DxSf6Nb_I7o,US,18.20.03,178787,2926,266,129
pCteBhr4dGY,US,18.20.03,1290414,22716,2169,516
ZKWDCyVbnoM,US,18.20.03,1148898,21971,860,293
TN7LvuEpDIE,US,18.20.03,393203,30915,1136,141
Txlk7PiHaGk,US,18.20.03,6500979,320680,21821,7662
XrvedhkDN5A,US,18.20.03,538891,15183,3766,408
WknsomB28mE,US,18.20.03,567964,20493,1140,722
49wGna0UTB8,US,18.20.03,851444,28411,2288,5680
BOKzXQdA4Nw,US,18.20.03,406130,6025,285,172
s3ChukSDGRU,US,18.20.03,384237,16122,1822,302
LqU9CdPs6ek,US,18.20.03,4001442,168096,11579,2241
nzPcwk6O1Ks,US,18.20.03,306630,4159,705,175
aC5lxLCyyhQ,US,18.20.03,1151252,815,104,153
xf-dywd3zx0,US,18.20.03,2626302,457519,33732,1630
bcPTiiiYDs8,US,18.20.03,292273,11150,909,122
UzeIb-TZo_I,US,18.20.03,907602,17949,2932,1381
RYGFczNMAMk,US,18.20.03,302794,14931,1276,131
wowAOdTYqw8,US,18.20.03,4199687,154813,12002,1457
Wh1L0rOaa88,US,18.20.03,10153928,260600,20446,8832
tCXGJQYZ9JA,US,18.20.03,50807655,1743672,153489,100344
6sHIq41sI-w,US,18.20.03,4427710,397940,42728,3313
ck2ClsAoN8w,US,18.20.03,2712687,155322,33232,23177
eT4shwU4Yc4,US,18.20.03,1498171,64844,4914,2718
2fouYHWUhZo,US,18.20.03,1610671,63538,2888,512
XXRBLyQQ78A,US,18.20.03,794993,30899,3179,387
0HX039UdGpU,US,18.20.03,1941200,51605,4159,3757
9dHLFD_Jveo,US,18.20.03,2192738,29338,4411,3852
LeFxjRMv5U8,US,18.20.03,713160,5162,1072,398
-NcG4L0pwvE,US,18.20.03,422918,19968,4757,487
eFjFxgHedgM,US,18.20.03,3256282,52554,7848,4222
Q0sjw10aEWI,US,18.20.03,611285,53361,10191,343
M61Vt1C69JA,US,18.20.03,476633,8556,720,314
fLjXIFvafSE,US,18.20.03,292626,10518,980,225
eljAjPH6zQI,US,18.20.03,903104,41570,2831,1125
18QHSoWPygQ,US,18.20.03,987635,23261,4276,2689
in5TfQfUIBY,US,18.20.03,434776,6801,1472,736
nT39kZDAx_s,US,18.20.03,203474,11774,2764,266
uE_dSIumQ5Q,US,18.20.03,220422,8349,1112,198
sS0LCjOiIhc,US,18.20.03,20546052,975760,191855,9910
enH3xA4mYcY,US,18.20.03,2055529,7743,534,270
8uBP6UL-jEU,US,18.20.03,3745968,50925,4557,5906
6Km34EXxGZ4,US,18.20.03,1945380,107111,24462,3587
AU9I1MX0c2s,US,18.20.03,264280,8343,446,153
wNhYCsu3WWk,US,18.20.03,337152,3687,299,196
2AAUadR6Hjw,US,18.20.03,763863,9106,490,219
4a1TUszkMfI,US,18.20.03,187540,6260,1008,132
A0FZIwabctw,US,18.20.03,3183166,123408,7983,1523
0KRpcUAtg00,US,18.20.03,833014,40430,2116,635
Thvm6dADOms,US,18.20.03,1665865,24927,584,750
OylDdm-6ZH0,US,18.20.03,3143991,198484,10179,4257
p-GN8WXoiX4,US,18.20.03,4070154,119675,17359,8454
-BQJo3vK8O8,US,18.20.03,68480947,733499,33326,63862
Ba4j_q02FM4,US,18.20.03,637423,32667,3086,1765
I-BGTp-I9aU,US,18.20.03,3010640,51675,9029,7556
pspGtXW0QYo,US,18.20.03,479190,13653,1029,530
BtvRaMPJWLs,US,18.20.03,3867267,218085,14706,6952
HicAnFGE9bA,US,18.20.03,153263,5735,412,108
fC8gutkCu1c,US,18.20.03,3687936,183545,10330,4681
P_If9xMyl10,US,18.20.03,3000556,34080,1796,1164
oRArmtMA9AI,US,18.20.03,11654342,345210,39541,10330
Evz-ZQC8wss,US,18.20.03,462327,12268,1309,737
vjnqABgxfO0,US,18.20.03,11429648,99663,17729,28215
VvEGctiW7io,US,18.20.03,285793,5821,304,81
Ph54wQG8ynk,US,18.20.03,21486931,747466,49758,24836
pqQrL1K0Z5g,US,18.20.03,1154894,80859,7414,2312
RZfqUAZddmk,US,18.20.03,167124,5098,635,144
NsFna-Z1MjU,US,18.20.03,3347569,76251,28252,3501
rNCT91V5dQU,US,18.20.03,2102429,46955,941,508
ir0G79oHXMc,US,18.20.03,1916297,42842,3270,3189
tJv-xtxKkQY,US,18.20.03,5706388,200381,47671,31678
PaumoJFmHlY,US,18.20.03,1025238,35362,1410,467
ywm84JNihIg,US,18.20.03,643818,5230,350,108
0H-JHIGRRNM,US,18.20.03,376084,8078,1044,272
qInSq2g4nmk,US,18.20.03,381009,18982,1704,954
jwlW1-vVBjQ,US,18.20.03,280249,6776,916,374
cXOZLskXCog,US,18.20.03,459727,12914,823,261
_suPAag6_i8,US,18.20.03,412629,8425,1862,1044
oJToMo97UOU,US,18.20.03,329150,9243,1049,286
O8hm2Ml-pA8,US,18.20.03,1480692,34067,1027,777
SphTGtDlhHw,US,18.20.03,5714711,148295,9108,9598
kD06SQtfA5s,US,18.20.03,1204315,34875,6337,2049
3pCCjHDPq6U,US,18.20.03,446482,13124,3029,400
D4pdh0eTsxw,US,18.20.03,215381,6071,944,618
fp84YC6M-C0,US,18.20.03,381896,12939,633,62
k3uh0MJeypI,US,18.20.03,1629086,121622,9510,873
oSZDe6CrfN4,US,18.20.03,1027454,30607,1772,1221
qIkuNJPtfw4,US,18.20.03,667175,23897,1862,514
nt00QzKuNVY,US,18.20.03,3805642,26527,1762,483
4GZBn4_SfQQ,US,18.20.03,506237,1910,96,17
Sg_Gmb0ntfw,US,18.20.03,4410868,1293,96,270
OBOm_jatVCI,US,18.20.03,2258190,39674,4883,1585
NRs3YCJDBAs,US,18.20.03,473057,22381,1573,736
GhxqY5E_ASw,US,18.20.03,832485,11868,2077,471
hahlygBa6yQ,US,18.20.03,241972,19167,1485,374
biIRlcQqmOc,US,18.20.03,291933,1632,164,178
hbcH02YynOA,US,18.20.03,431052,22001,13643,610
WMs3NOW1TDs,US,18.20.03,2067717,53706,4403,2520
FDbb28N7iI8,US,18.20.03,1884168,73234,5009,2400
V4kfrZSejVc,US,18.20.03,353056,12613,1079,229
425M4M3Opkk,US,18.20.03,7689941,147430,18504,5867
PXAZ3KphJz4,US,18.20.03,333786,15856,521,351
m7b8hitvfoE,US,18.20.03,1111324,20338,1663,392
dt7fU9H8tz8,US,18.20.03,2606093,52945,2633,1233
VeXoFFxxUyc,US,18.20.03,493836,1391,436,851
holkOJx-TOU,US,18.20.03,700692,21429,2131,732
RUApBid9vnE,US,18.20.03,359135,17772,1539,306
e5D3O4yCmCg,US,18.20.03,3845880,4926,512,322
5bJ_gb19pKQ,US,18.20.03,3259936,87201,9493,2482
Ek3aeUhHaFY,US,18.20.03,4289238,135901,11141,1893
fzmM0AB60QQ,US,18.20.03,2929814,37999,5196,1507
ESyJop31cmY,US,18.20.03,380230,32022,2183,189
305ryPvU6A8,US,18.20.03,7365395,98457,0,17797
FhwktRDG_aQ,US,18.21.03,1053434,36918,2870,597
kjC1zmZo30U,US,18.21.03,750825,17322,1893,427
JR06IhY4C2A,US,18.21.03,722674,4756,6213,541
2aQykuIaJVI,US,18.21.03,1595411,104575,8455,2023
FFsp5b4AUTE,US,18.21.03,5635250,73399,17122,13195
Z4qNw1dPuNI,US,18.21.03,355033,23971,1797,150
JhvwFB-NUbA,US,18.21.03,581532,4585,1910,2179
vus2jCm8H0U,US,18.21.03,703471,36758,2634,542
DfxhWPvhFCQ,US,18.21.03,325270,2793,895,1103
5fZiMNo5-uo,US,18.21.03,2253063,48501,14771,1816
Gzy_nCkn88U,US,18.21.03,1540399,60111,7861,1833
z1Fvrmf4BXc,US,18.21.03,4293828,202649,24397,6486
RyquDQ5kWSs,US,18.21.03,480845,8187,4578,494
B2W7c3XRBwQ,US,18.21.03,291118,13259,1854,143
7gdoj1ViJ8M,US,18.21.03,124534,8520,1649,108
sIMChzE_aCo,US,18.21.03,3247783,8072,968,284
WAX8tyQnTpU,US,18.21.03,407976,23648,2375,363
qYNNT1WIhwM,US,18.21.03,1076513,18158,1271,1178
yWjRvhfjpI8,US,18.21.03,500906,29924,4527,1661
dT5ALH3ICTc,US,18.21.03,5508851,126278,12558,6569
MHh9NWCR_ts,US,18.21.03,475241,38227,3922,631
0r-zYs6NQu8,US,18.21.03,946592,45703,12917,837
BXnGUUsdnR8,US,18.21.03,818895,21096,5309,1756
LLiXwMQW_VQ,US,18.21.03,527892,3538,394,433
T3-BzlYEhQA,US,18.21.03,181774,10777,561,97
EL1wN_ihL_E,US,18.21.03,1859439,29035,1203,1204
bWL_MVbpGT0,US,18.21.03,201224,19081,3107,145
rvskMHn0sqQ,US,18.21.03,2685137,174415,19824,5292
2GjJ85MImlo,US,18.21.03,1196347,41281,6254,7459
oYe-QM8ZimI,US,18.21.03,655974,47429,5221,417
W-FxnLAnlGg,US,18.21.03,298315,2001,562,132
vvUe5hNEXwE,US,18.21.03,477188,2934,1076,162
ghMEmxP0hgw,US,18.21.03,1985358,192907,7996,1488
ZCPwpcurYns,US,18.21.03,4697844,301355,26612,4946
GpbMbBNP-NI,US,18.21.03,253584,12658,1448,455
v-vx6GpTBkc,US,18.21.03,340445,9248,1063,451
5GRyr0noXrw,US,18.21.03,20616664,420036,39256,41438
QwievZ1Tx-8,US,18.21.03,42862117,1464998,182514,28312
7tYUMo3IgXg,US,18.21.03,2272944,40231,3239,2257
QsK6c2dRhv0,US,18.21.03,328964,3421,294,206
JuhWVxLtfWQ,US,18.21.03,205900,1769,114,35
jRq7HXR17gI,US,18.21.03,487115,11147,2619,778
4srOE3pCCo8,US,18.21.03,1038009,12567,2304,3267
MVyvV0tOOjw,US,18.21.03,473391,35080,3316,236
FR5WT12B_88,US,18.21.03,539298,17123,1093,284
sfMwXjNo3Rs,US,18.21.03,382536,7328,841,217
2XQft9iwSqg,US,18.21.03,174882,14112,2051,87
f1fXCRtSUWU,US,18.21.03,1308851,22340,1921,908
bwlEaGiO9Zw,US,18.21.03,593679,7903,756,303
uKkbfxTHJGI,US,18.21.03,2481355,84337,6429,9561
hHFuZVGpBC0,US,18.21.03,551958,10541,1089,398
zWrMvW7S3tg,US,18.21.03,1275395,90583,11788,5240
ffgzh93MdQM,US,18.21.03,373175,12448,2321,100
S5xFft7kg8Q,US,18.21.03,952759,19610,1023,690
T2uyIBURMjs,US,18.21.03,527786,25016,5213,328
mBMxFIEub34,US,18.21.03,392322,7937,740,212
Sb_hCbZ80aQ,US,18.21.03,3151749,44785,2453,3344
ceXPzJ0fZNs,US,18.21.03,2346680,128885,13372,1530
LnA7Au-DLUM,US,18.21.03,1745551,24903,2663,1197
MybjFHx_wfc,US,18.21.03,1267252,31393,3667,2512
lgBn6qzMlXw,US,18.21.03,2999837,73239,20336,4711
9SCNLl0MQPM,US,18.21.03,640281,16740,1889,568
08l0K3UyUXE,US,18.21.03,530907,4097,1125,723
KKD9DLbRak8,US,18.21.03,1612248,19796,933,512
1SnWTW6YXbE,US,18.21.03,4309640,177689,13300,2541
fS2fsa1fuIw,US,18.21.03,655036,29452,2022,276
Nkl-k_rjn_U,US,18.21.03,211281,6290,311,85
8UHMSVOHddE,US,18.21.03,176307,5136,289,138
YrVTJd6mvpE,US,18.21.03,306041,5656,306,143
cr6H8ACWp4E,US,18.21.03,903753,15544,1245,509
RE-aVnbJyOU,US,18.21.03,310790,2549,241,139
dyUJN3skBlU,US,18.21.03,402804,10086,667,181
lEltmPagx6M,US,18.21.03,661576,56267,5327,1076
iZUfPIKbgUM,US,18.21.03,889106,29320,2024,663
XGd1dq1BatM,US,18.21.03,1534412,73403,3174,1328
3y75zBl37f8,US,18.21.03,1029540,31757,5710,5168
LK3Yz9UpP_A,US,18.21.03,301052,10006,925,342
oidnwPIeqsI,US,18.21.03,413874,12134,1386,211
46KwY26PeOs,US,18.21.03,1319814,47894,2922,1194
UJIo1AtoTss,US,18.21.03,793837,33278,1810,568
1lPvUKtHBJA,US,18.21.03,2130602,22327,4378,2699
ar8S6virCwM,US,18.21.03,467994,16667,868,358
wQFsKrYLd10,US,18.21.03,136757,4895,261,62
YqC5loCFMtk,US,18.21.03,234297,9530,969,205
v3hGUJJIjzk,US,18.21.03,202690,9589,536,73
fMaC7IeGKNQ,US,18.21.03,242635,4586,304,70
y8lFgF_IjPw,US,18.21.03,1797044,38260,7085,4187
DCUD9kjYOAk,US,18.21.03,838062,63909,3693,311
LN-m0Ci8MZ8,US,18.21.03,2030551,49191,1269,1281
ai6NByMmCVU,US,18.21.03,1094582,40771,5605,804
hhiD-TKYqHk,US,18.21.03,545774,4083,794,300
9qlF_9PNhJs,US,18.21.03,308121,17756,823,142
wGjplV12k10,US,18.21.03,565550,5500,3662,395
b33PN2NB2Do,US,18.21.03,326821,14004,1545,430
giiIq7t4oMQ,US,18.21.03,659445,16533,2521,5316
iXfHlch1Lso,US,18.21.03,286110,3309,451,574
iSt_jbT6rak,US,18.21.03,1583199,65880,3486,980
HuwPCUzqwKs,US,18.21.03,538053,12906,1037,416
KyQyz2upSgY,US,18.21.03,2327316,99250,5537,2320
wAQ7autd61g,US,18.21.03,370109,14878,668,380
_UjAxuSuLIc,US,18.21.03,271198,11321,782,445
tEmodtG8NV0,US,18.21.03,1521121,80706,9052,3935
uA8GdJJqz_s,US,18.21.03,3461818,55771,32161,2423
soBb4X5Hb6k,US,18.21.03,2098478,76016,1885,642
jVlfNd3fxMY,US,18.21.03,471175,17758,2534,537
DxSf6Nb_I7o,US,18.21.03,204243,3243,303,144
pCteBhr4dGY,US,18.21.03,1351871,23596,2208,531
ZKWDCyVbnoM,US,18.21.03,1224947,22963,883,319
TN7LvuEpDIE,US,18.21.03,400499,31161,1141,142
Txlk7PiHaGk,US,18.21.03,6798183,326639,21972,7882
XrvedhkDN5A,US,18.21.03,553822,15445,3809,415
WknsomB28mE,US,18.21.03,581390,20770,1142,731
BOKzXQdA4Nw,US,18.21.03,522143,6940,330,302
49wGna0UTB8,US,18.21.03,865612,28683,2316,5718
LqU9CdPs6ek,US,18.21.03,4134994,170593,11661,2294
s3ChukSDGRU,US,18.21.03,393871,16347,1845,309
nzPcwk6O1Ks,US,18.21.03,316442,4269,719,177
xf-dywd3zx0,US,18.21.03,2804362,470804,34237,1787
aC5lxLCyyhQ,US,18.21.03,1158328,824,105,156
bcPTiiiYDs8,US,18.21.03,296379,11255,916,123
UzeIb-TZo_I,US,18.21.03,925804,18222,2956,1397
RYGFczNMAMk,US,18.21.03,308599,15070,1300,134
wowAOdTYqw8,US,18.21.03,4507746,157582,12154,1535
Wh1L0rOaa88,US,18.21.03,10527804,264352,20847,8982
tCXGJQYZ9JA,US,18.21.03,54230077,1780807,156029,103114
6sHIq41sI-w,US,18.21.03,4707522,402736,43107,3385
ck2ClsAoN8w,US,18.21.03,2762828,156678,33798,23485
eT4shwU4Yc4,US,18.21.03,1529394,65452,4983,2738
2fouYHWUhZo,US,18.21.03,1701514,66438,2996,552
XXRBLyQQ78A,US,18.21.03,812853,31609,3250,396
0HX039UdGpU,US,18.21.03,1965718,51896,4195,3786
LeFxjRMv5U8,US,18.21.03,725161,5211,1081,405
eFjFxgHedgM,US,18.21.03,3311921,53068,7968,4275
Q0sjw10aEWI,US,18.21.03,646089,54410,10374,352
M61Vt1C69JA,US,18.21.03,483394,8617,723,317
fLjXIFvafSE,US,18.21.03,298120,10664,998,229
eljAjPH6zQI,US,18.21.03,917021,41899,2862,1145
18QHSoWPygQ,US,18.21.03,1009836,23684,4303,2701
in5TfQfUIBY,US,18.21.03,442374,6906,1485,745
nT39kZDAx_s,US,18.21.03,207655,11848,2776,271
sS0LCjOiIhc,US,18.21.03,21481226,987147,195966,10106
uE_dSIumQ5Q,US,18.21.03,222511,8400,1120,199
enH3xA4mYcY,US,18.21.03,2066539,7898,581,274
XCrJ3NflOpE,US,18.21.03,202621,4526,364,29
6Km34EXxGZ4,US,18.21.03,2014328,110562,25098,3709
AU9I1MX0c2s,US,18.21.03,284214,8480,451,158
wNhYCsu3WWk,US,18.21.03,339799,3693,301,197
4a1TUszkMfI,US,18.21.03,194542,6449,1025,140
2AAUadR6Hjw,US,18.21.03,767825,9138,486,221
A0FZIwabctw,US,18.21.03,3206967,123781,8017,1528
0KRpcUAtg00,US,18.21.03,837013,40537,2115,640
Thvm6dADOms,US,18.21.03,1924948,26884,614,860
OylDdm-6ZH0,US,18.21.03,3181362,200011,10245,4289
p-GN8WXoiX4,US,18.21.03,4104528,120442,17468,8483
-BQJo3vK8O8,US,18.21.03,72206357,750096,33838,65472
Ba4j_q02FM4,US,18.21.03,646663,33052,3103,1771
I-BGTp-I9aU,US,18.21.03,3038935,52029,9068,7565
pspGtXW0QYo,US,18.21.03,489757,13849,1036,537
BtvRaMPJWLs,US,18.21.03,3895180,218725,14733,6971
fC8gutkCu1c,US,18.21.03,3805384,185507,10414,4749
P_If9xMyl10,US,18.21.03,3085503,34955,1834,1176
oRArmtMA9AI,US,18.21.03,12289024,351476,39909,10565
Evz-ZQC8wss,US,18.21.03,471621,12357,1317,741
vjnqABgxfO0,US,18.21.03,11630850,100836,17778,28365
VvEGctiW7io,US,18.21.03,329598,6735,336,100
Ph54wQG8ynk,US,18.21.03,23123777,759589,50180,25471
rNCT91V5dQU,US,18.21.03,2237038,47748,948,527
RZfqUAZddmk,US,18.21.03,168186,5120,636,144
NsFna-Z1MjU,US,18.21.03,3369553,76466,28397,3502
ir0G79oHXMc,US,18.21.03,1970569,43365,3345,3233
tJv-xtxKkQY,US,18.21.03,5772703,201411,47938,31877
PaumoJFmHlY,US,18.21.03,1120474,36815,1452,496
ywm84JNihIg,US,18.21.03,655936,5277,353,110
0H-JHIGRRNM,US,18.21.03,380966,8167,1048,280
qInSq2g4nmk,US,18.21.03,384034,19054,1700,958
jwlW1-vVBjQ,US,18.21.03,282246,6799,917,375
cXOZLskXCog,US,18.21.03,466993,13093,847,262
_suPAag6_i8,US,18.21.03,420933,8474,1865,1044
O8hm2Ml-pA8,US,18.21.03,1568347,35091,1034,793
SphTGtDlhHw,US,18.21.03,5989894,150931,9283,9711
kD06SQtfA5s,US,18.21.03,1270496,36325,6540,2152
D4pdh0eTsxw,US,18.21.03,217353,6100,945,620
fp84YC6M-C0,US,18.21.03,387328,13118,642,64
k3uh0MJeypI,US,18.21.03,1654937,122667,9567,878
oSZDe6CrfN4,US,18.21.03,1066028,31684,1858,1244
qIkuNJPtfw4,US,18.21.03,701018,24925,1908,537
nt00QzKuNVY,US,18.21.03,3868989,26893,1789,491
4GZBn4_SfQQ,US,18.21.03,510719,1940,96,17
Sg_Gmb0ntfw,US,18.21.03,4412801,1298,98,271
OBOm_jatVCI,US,18.21.03,2275669,39859,4910,1589
NRs3YCJDBAs,US,18.21.03,477272,22515,1573,738
GhxqY5E_ASw,US,18.21.03,834067,11876,2079,472
hahlygBa6yQ,US,18.21.03,244228,19269,1486,374
biIRlcQqmOc,US,18.21.03,294668,1659,166,179
WMs3NOW1TDs,US,18.21.03,2082799,53925,4426,2529
FDbb28N7iI8,US,18.21.03,1895867,73579,5016,2400
V4kfrZSejVc,US,18.21.03,368852,12958,1097,232
425M4M3Opkk,US,18.21.03,7714606,147739,18531,5874
PXAZ3KphJz4,US,18.21.03,338651,16038,533,354
m7b8hitvfoE,US,18.21.03,1136277,20647,1688,403
FhwktRDG_aQ,US,18.22.03,2021267,66102,5192,1696
PHLY4a5fTjU,US,18.22.03,2428883,123059,8187,1493
_vrcsnkXCI8,US,18.22.03,229081,24190,4453,98
9DUfFHaUpxg,US,18.22.03,830204,24278,1336,221
